match_id,league,year,split,date,team1,team2,result,team1_historical_wins,team2_historical_wins,team1_recent_win_rate,team2_recent_win_rate,team1_season_win_rate,team2_season_win_rate,team1_first_dragon_rate,team1_first_herald_rate,team1_first_tower_rate,team2_first_dragon_rate,team2_first_herald_rate,team2_first_tower_rate
CBLOL_2023-07-22 16:29:00_Fluxo_RED Canids,CBLOL,2023,Split 2,2023/7/22 16:29,Fluxo,RED Canids,1,2,1,0.7,0.9,0.02173913,0.029891304,0.4,0.5,0.7,0.2,0.8,0.6
CT_2023-07-22 16:30:00_Kawaii Kiwis_ECORP,CT,2023,,2023/7/22 16:30,Kawaii Kiwis,ECORP,0,6,3,0.8,0.5,0,0,0.4,0.9,0.7,0.3,0.7,0.9
LEC_2023-07-22 17:00:00_Fnatic_MAD Lions KOI,LEC,2023,Summer,2023/7/22 17:00,Fnatic,MAD Lions KOI,1,4,3,0.6,0.2,0.004437049,0.002218525,0.4,0.6,0.6,0.5,0.6,0.6
CT_2023-07-22 17:21:00_Kawaii Kiwis_ECORP,CT,2023,,2023/7/22 17:21,Kawaii Kiwis,ECORP,0,6,4,0.7,0.5,0,0,0.5,0.9,0.7,0.4,0.7,0.8
CBLOL_2023-07-22 17:40:00_LOUD_Liberty,CBLOL,2023,Split 2,2023/7/22 17:40,LOUD,Liberty,1,3,0,0.7,0.1,0.01897019,0.002710027,0.4,0.6,0.8,0.1,0.8,0.6
LEC_2023-07-22 18:05:00_Team Heretics_KOI,LEC,2023,Summer,2023/7/22 18:05,Team Heretics,KOI,1,1,2,0.4,0.3,0.003325942,0.002217295,0.4,0.4,0.3,0.4,0.2,0.5
CBLOL_2023-07-22 18:34:00_Vivo Keyd Stars_paiN Gaming,CBLOL,2023,Split 2,2023/7/22 18:34,Vivo Keyd Stars,paiN Gaming,0,0,3,0.5,0.8,0.018918919,0.024324324,0.3,0.5,0.7,0.5,0.8,0.5
LEC_2023-07-22 19:08:00_Team Heretics_KOI,LEC,2023,Summer,2023/7/22 19:08,Team Heretics,KOI,1,2,2,0.4,0.3,0.003878116,0.002216066,0.5,0.4,0.3,0.4,0.2,0.4
CBLOL_2023-07-22 19:28:00_KaBuM! Esports_INTZ,CBLOL,2023,Split 2,2023/7/22 19:28,KaBuM! Esports,INTZ,0,1,2,0.1,0.6,0.002695418,0.018867925,0.4,0.6,0.5,0.5,0.6,0.7
NACL_2023-07-22 20:07:00_Team Liquid Challengers_Maryville University,NACL,2023,Summer,2023/7/22 20:07,Team Liquid Challengers,Maryville University,1,3,1,0.9,0.2,0.016057586,0.011627907,0.4,0.8,0.6,0.4,0.3,0.3
CBLOL_2023-07-22 20:23:00_FURIA_Los Grandes,CBLOL,2023,Split 2,2023/7/22 20:23,FURIA,Los Grandes,0,2,4,0.4,0.2,0.01344086,0.010752688,0.4,0.7,0.8,0.2,0.5,0.7
NACL_2023-07-22 20:53:00_Maryville University_Team Liquid Challengers,NACL,2023,Summer,2023/7/22 20:53,Maryville University,Team Liquid Challengers,0,1,4,0.2,0.9,0.011621472,0.016602103,0.5,0.3,0.4,0.5,0.8,0.6
NACL_2023-07-22 21:55:00_Cincinnati Fear_Wildcard Gaming,NACL,2023,Summer,2023/7/22 21:55,Cincinnati Fear,Wildcard Gaming,1,5,3,0.7,0.3,0.011615044,0.011061947,0.5,0.4,0.5,0.4,0.4,0.4
NACL_2023-07-22 22:52:00_Wildcard Gaming_Cincinnati Fear,NACL,2023,Summer,2023/7/22 22:52,Wildcard Gaming,Cincinnati Fear,0,3,6,0.3,0.7,0.011055832,0.012161415,0.4,0.5,0.5,0.4,0.5,0.5
LCK_2023-07-23 06:05:00_T1_OKSavingsBank BRION,LCK,2023,Summer,2023/7/23 6:05,T1,OKSavingsBank BRION,0,2,0,0.2,0.4,0.008287293,0.005524862,0.3,0.7,0.5,0.6,0.7,0.6
LCK_2023-07-23 07:08:00_T1_OKSavingsBank BRION,LCK,2023,Summer,2023/7/23 7:08,T1,OKSavingsBank BRION,1,2,1,0.2,0.5,0.008282717,0.006073992,0.4,0.7,0.5,0.7,0.7,0.5
LCK_2023-07-23 08:00:00_OKSavingsBank BRION_T1,LCK,2023,Summer,2023/7/23 8:00,OKSavingsBank BRION,T1,1,1,3,0.4,0.3,0.00607064,0.008830022,0.7,0.7,0.5,0.5,0.6,0.6
LJL_2023-07-23 09:08:00_Fukuoka SoftBank HAWKS gaming_FENNEL,LJL,2023,Summer,2023/7/23 9:08,Fukuoka SoftBank HAWKS gaming,FENNEL,0,5,2,0.8,0.7,0.006618864,0.006067292,0.4,0.6,0.5,0.4,0.3,0.3
PCS_2023-07-23 09:14:00_HELL PIGS_Dewish Team,PCS,2023,Summer,2023/7/23 9:14,HELL PIGS,Dewish Team,1,2,1,0.4,0,0.002205072,0,0.6,0.7,0.6,0.5,0.6,0.5
LCK_2023-07-23 09:41:00_Liiv SANDBOX_DRX,LCK,2023,Summer,2023/7/23 9:41,Liiv SANDBOX,DRX,1,5,4,0.2,0.2,0.004407713,0.005509642,0.1,0.5,0.1,0.5,0.6,0.3
LJL_2023-07-23 10:06:00_Fukuoka SoftBank HAWKS gaming_FENNEL,LJL,2023,Summer,2023/7/23 10:06,Fukuoka SoftBank HAWKS gaming,FENNEL,1,5,3,0.7,0.7,0.00660793,0.00660793,0.4,0.6,0.6,0.4,0.4,0.4
PCS_2023-07-23 10:19:00_Beyond Gaming_Impunity,PCS,2023,Summer,2023/7/23 10:19,Beyond Gaming,Impunity,1,4,4,0.7,0.2,0.004402862,0.001100715,0.3,0.6,0.2,0.4,0.6,0.5
VCS_2023-07-23 10:19:00_MGN Blue Esports_Saigon Buffalo,VCS,2023,Summer,2023/7/23 10:19,MGN Blue Esports,Saigon Buffalo,0,1,6,0.1,0.6,0.002201431,0.00495322,0.5,0.6,0.4,0.4,0.3,0.4
LCK_2023-07-23 10:31:00_DRX_Liiv SANDBOX,LCK,2023,Summer,2023/7/23 10:31,DRX,Liiv SANDBOX,0,4,6,0.2,0.3,0.005497526,0.004947774,0.4,0.5,0.3,0,0.5,0.2
LJL_2023-07-23 11:02:00_Fukuoka SoftBank HAWKS gaming_FENNEL,LJL,2023,Summer,2023/7/23 11:02,Fukuoka SoftBank HAWKS gaming,FENNEL,1,6,3,0.7,0.7,0.007142857,0.006593407,0.5,0.6,0.6,0.5,0.5,0.5
VCS_2023-07-23 11:10:00_Saigon Buffalo_MGN Blue Esports,VCS,2023,Summer,2023/7/23 11:10,Saigon Buffalo,MGN Blue Esports,1,7,1,0.6,0.1,0.005491488,0.002196595,0.4,0.4,0.4,0.5,0.6,0.3
PCS_2023-07-23 11:13:00_TALON_Frank Esports,PCS,2023,Summer,2023/7/23 11:13,TALON,Frank Esports,1,5,1,0.9,0.5,0.005488474,0.002744237,0.6,0.4,0.3,0.5,0.7,0.6
LJL_2023-07-23 11:56:00_Fukuoka SoftBank HAWKS gaming_FENNEL,LJL,2023,Summer,2023/7/23 11:56,Fukuoka SoftBank HAWKS gaming,FENNEL,0,7,3,0.7,0.6,0.007679649,0.006582556,0.5,0.6,0.7,0.5,0.5,0.6
VCS_2023-07-23 12:14:00_Team Secret_Team Whales,VCS,2023,Summer,2023/7/23 12:14,Team Secret,Team Whales,0,1,6,0.4,0.9,0.004385965,0.00877193,0.4,0.4,0.3,0.4,0.6,0.4
PCS_2023-07-23 12:23:00_J Team_CTBC Flying Oyster,PCS,2023,Summer,2023/7/23 12:23,J Team,CTBC Flying Oyster,1,1,2,0.8,0.7,0.004931507,0.004383562,0.2,0.6,0.5,0.2,0.5,0.4
LJL_2023-07-23 12:54:00_Fukuoka SoftBank HAWKS gaming_FENNEL,LJL,2023,Summer,2023/7/23 12:54,Fukuoka SoftBank HAWKS gaming,FENNEL,1,7,4,0.6,0.6,0.007667032,0.007119387,0.5,0.6,0.7,0.5,0.5,0.5
VCS_2023-07-23 13:04:00_Team Whales_Team Secret,VCS,2023,Summer,2023/7/23 13:04,Team Whales,Team Secret,0,7,1,0.9,0.3,0.009304871,0.004378763,0.3,0.6,0.5,0.4,0.3,0.4
PCS_2023-07-23 13:32:00_West Point Esports_Deep Cross Gaming,PCS,2023,Summer,2023/7/23 13:32,West Point Esports,Deep Cross Gaming,0,0,0,0.3,0.5,0.001641138,0.003282276,0.6,0.2,0.6,0.5,0.9,0.8
VCS_2023-07-23 13:54:00_Team Secret_Team Whales,VCS,2023,Summer,2023/7/23 13:54,Team Secret,Team Whales,1,2,7,0.3,0.8,0.004920722,0.009294697,0.3,0.4,0.3,0.3,0.7,0.5
LEC_2023-07-23 16:07:00_Fnatic_SK Gaming,LEC,2023,Summer,2023/7/23 16:07,Fnatic,SK Gaming,1,0,5,0.7,0.6,0.004918033,0.003825137,0.4,0.5,0.6,0.5,0.6,0.7
CBLOL_2023-07-23 16:25:00_Liberty_Fluxo,CBLOL,2023,Split 2,2023/7/23 16:25,Liberty,Fluxo,0,1,2,0,0.8,0.002680965,0.024128686,0.2,0.9,0.7,0.3,0.5,0.6
LEC_2023-07-23 16:55:00_Fnatic_SK Gaming,LEC,2023,Summer,2023/7/23 16:55,Fnatic,SK Gaming,1,1,5,0.7,0.6,0.005461496,0.003823048,0.5,0.6,0.7,0.5,0.7,0.7
NACL_2023-07-23 17:14:00_Winthrop University_CB Gaming,NACL,2023,,2023/7/23 17:14,Winthrop University,CB Gaming,0,2,0,0.6,0.2,0,0,0.5,0.2,0.5,0.1,0.5,0.5
CBLOL_2023-07-23 17:27:00_paiN Gaming_RED Canids,CBLOL,2023,Split 2,2023/7/23 17:27,paiN Gaming,RED Canids,1,3,3,0.8,0.8,0.026737968,0.029411765,0.6,0.7,0.4,0.2,0.7,0.5
LEC_2023-07-23 18:01:00_Team Heretics_Team BDS,LEC,2023,Summer,2023/7/23 18:01,Team Heretics,Team BDS,1,2,4,0.5,0.4,0.004366812,0.003275109,0.6,0.5,0.3,0.6,0.6,0.3
NACL_2023-07-23 18:09:00_CB Gaming_Winthrop University,NACL,2023,,2023/7/23 18:09,CB Gaming,Winthrop University,1,1,2,0.3,0.5,0,0,0.1,0.5,0.5,0.4,0.2,0.4
CBLOL_2023-07-23 18:24:00_INTZ_FURIA,CBLOL,2023,Split 2,2023/7/23 18:24,INTZ,FURIA,0,2,1,0.6,0.3,0.021333333,0.013333333,0.5,0.6,0.7,0.3,0.7,0.8
LEC_2023-07-23 19:03:00_Team BDS_Team Heretics,LEC,2023,Summer,2023/7/23 19:03,Team BDS,Team Heretics,0,4,3,0.4,0.6,0.003273322,0.004909984,0.6,0.6,0.2,0.7,0.4,0.2
CBLOL_2023-07-23 19:23:00_KaBuM! Esports_LOUD,CBLOL,2023,Split 2,2023/7/23 19:23,KaBuM! Esports,LOUD,0,0,3,0.1,0.8,0.002659574,0.021276596,0.4,0.6,0.5,0.5,0.6,0.8
NACL_2023-07-23 20:06:00_FlyQuest NZXT_Evil Geniuses Challengers,NACL,2023,Summer,2023/7/23 20:06,FlyQuest NZXT,Evil Geniuses Challengers,1,3,4,0.8,0.5,0.015267176,0.0087241,0.2,0.7,0.5,0.2,0.7,0.6
CBLOL_2023-07-23 20:16:00_Vivo Keyd Stars_Los Grandes,CBLOL,2023,Split 2,2023/7/23 20:16,Vivo Keyd Stars,Los Grandes,1,2,1,0.5,0.3,0.018567639,0.013262599,0.4,0.5,0.7,0.2,0.4,0.7
NACL_2023-07-23 20:21:00_CCG Esports_Apex Mission Impossible,NACL,2023,,2023/7/23 20:21,CCG Esports,Apex Mission Impossible,0,0,0,0.5,0.5,0,0,0.2,0.3,0.5,0.5,0.5,0.3
NACL_2023-07-23 21:05:00_Evil Geniuses Challengers_FlyQuest NZXT,NACL,2023,Summer,2023/7/23 21:05,Evil Geniuses Challengers,FlyQuest NZXT,0,4,4,0.5,0.8,0.008719346,0.015803815,0.2,0.8,0.6,0.2,0.8,0.6
NACL_2023-07-23 21:11:00_CCG Esports_Apex Mission Impossible,NACL,2023,,2023/7/23 21:11,CCG Esports,Apex Mission Impossible,0,0,1,0.4,0.6,0,0,0.1,0.4,0.4,0.4,0.5,0.3
NACL_2023-07-23 22:09:00_Disguised_AOE Gold,NACL,2023,Summer,2023/7/23 22:09,Disguised,AOE Gold,1,2,2,0.7,0.6,0.013616558,0.011982571,0.4,0.6,0.7,0.2,0.7,0.5
NACL_2023-07-23 23:04:00_AOE Gold_Disguised,NACL,2023,Summer,2023/7/23 23:04,AOE Gold,Disguised,0,2,3,0.5,0.8,0.011976048,0.014153511,0.3,0.6,0.5,0.5,0.5,0.7
LRN_2023-07-24 00:08:00_Tomorrow Esports_Descuydado Aucas Esports,LRN,2023,,2023/7/24 0:08,Tomorrow Esports,Descuydado Aucas Esports,0,2,1,0.5,0.5,0,0,0.5,0.7,0.6,0.7,0.4,0.7
LRN_2023-07-24 01:02:00_Tomorrow Esports_Descuydado Aucas Esports,LRN,2023,,2023/7/24 1:02,Tomorrow Esports,Descuydado Aucas Esports,1,2,2,0.4,0.5,0,0,0.6,0.6,0.5,0.7,0.3,0.6
LRN_2023-07-24 01:56:00_Descuydado Aucas Esports_Tomorrow Esports,LRN,2023,,2023/7/24 1:56,Descuydado Aucas Esports,Tomorrow Esports,0,2,3,0.5,0.4,0,0,0.7,0.3,0.6,0.6,0.6,0.6
LRN_2023-07-24 02:47:00_Descuydado Aucas Esports_Tomorrow Esports,LRN,2023,,2023/7/24 2:47,Descuydado Aucas Esports,Tomorrow Esports,1,2,4,0.4,0.5,0,0,0.7,0.4,0.6,0.6,0.6,0.5
LRN_2023-07-24 03:40:00_Tomorrow Esports_Descuydado Aucas Esports,LRN,2023,,2023/7/24 3:40,Tomorrow Esports,Descuydado Aucas Esports,0,4,3,0.4,0.4,0,0,0.6,0.5,0.4,0.7,0.4,0.6
LCKC_2023-07-24 05:06:00_Gen.G Global Academy_DN Freecs Challengers,LCKC,2023,Summer,2023/7/24 5:06,Gen.G Global Academy,DN Freecs Challengers,1,6,2,0.3,0.2,0.008705114,0.003808487,0.5,0.8,0.6,0.8,0.6,0.6
LCKC_2023-07-24 05:57:00_Gen.G Global Academy_DN Freecs Challengers,LCKC,2023,Summer,2023/7/24 5:57,Gen.G Global Academy,DN Freecs Challengers,0,7,2,0.4,0.1,0.009244154,0.003806417,0.4,0.9,0.7,0.7,0.6,0.6
LCKC_2023-07-24 06:52:00_Gen.G Global Academy_DN Freecs Challengers,LCKC,2023,Summer,2023/7/24 6:52,Gen.G Global Academy,DN Freecs Challengers,1,7,3,0.3,0.2,0.00923913,0.004347826,0.4,0.8,0.6,0.7,0.6,0.5
LCKC_2023-07-24 08:19:00_Dplus KIA Challengers_DRX Challengers,LCKC,2023,Summer,2023/7/24 8:19,Dplus KIA Challengers,DRX Challengers,0,7,3,0.4,0.9,0.014122759,0.011950027,0.7,0.5,0.8,0.5,0.5,0.4
LCKC_2023-07-24 09:03:00_Dplus KIA Challengers_DRX Challengers,LCKC,2023,Summer,2023/7/24 9:03,Dplus KIA Challengers,DRX Challengers,1,7,4,0.3,0.9,0.014115092,0.012486428,0.7,0.5,0.7,0.5,0.6,0.4
LCKC_2023-07-24 10:06:00_DRX Challengers_Dplus KIA Challengers,LCKC,2023,Summer,2023/7/24 10:06,DRX Challengers,Dplus KIA Challengers,0,4,8,0.8,0.4,0.012479653,0.014650027,0.5,0.6,0.5,0.6,0.5,0.7
LCKC_2023-07-24 11:46:00_Liiv SANDBOX Youth_OKSavingsBank BRION Challengers,LCKC,2023,Summer,2023/7/24 11:46,Liiv SANDBOX Youth,OKSavingsBank BRION Challengers,0,0,3,0.3,0.1,0.006507592,0.007592191,0.4,0.8,0.5,0.4,0.4,0.3
LCKC_2023-07-24 12:40:00_Liiv SANDBOX Youth_OKSavingsBank BRION Challengers,LCKC,2023,Summer,2023/7/24 12:40,Liiv SANDBOX Youth,OKSavingsBank BRION Challengers,1,0,4,0.3,0.2,0.006504065,0.008130081,0.4,0.8,0.6,0.3,0.5,0.3
LCKC_2023-07-24 13:46:00_OKSavingsBank BRION Challengers_Liiv SANDBOX Youth,LCKC,2023,Summer,2023/7/24 13:46,OKSavingsBank BRION Challengers,Liiv SANDBOX Youth,1,4,1,0.2,0.4,0.008125677,0.007042254,0.4,0.5,0.4,0.5,0.7,0.7
LEC_2023-07-24 16:10:00_G2 Esports_Excel Esports,LEC,2023,Summer,2023/7/24 16:10,G2 Esports,Excel Esports,1,3,0,1,0.8,0.006497022,0.004872767,0.3,0.1,0.4,0.5,0.5,0.5
LEC_2023-07-24 17:03:00_G2 Esports_Excel Esports,LEC,2023,Summer,2023/7/24 17:03,G2 Esports,Excel Esports,0,4,0,1,0.7,0.007034632,0.00487013,0.3,0.2,0.5,0.4,0.6,0.5
LEC_2023-07-24 17:53:00_G2 Esports_Excel Esports,LEC,2023,Summer,2023/7/24 17:53,G2 Esports,Excel Esports,1,4,1,0.9,0.7,0.007030827,0.005408329,0.2,0.2,0.5,0.3,0.5,0.5
LEC_2023-07-24 18:51:00_Excel Esports_G2 Esports,LEC,2023,Summer,2023/7/24 18:51,Excel Esports,G2 Esports,1,1,5,0.7,0.9,0.005405405,0.007567568,0.3,0.6,0.6,0.2,0.3,0.5
LEC_2023-07-24 19:46:00_G2 Esports_Excel Esports,LEC,2023,Summer,2023/7/24 19:46,G2 Esports,Excel Esports,1,5,2,0.8,0.7,0.007563479,0.005942734,0.2,0.4,0.6,0.3,0.6,0.7
NACL_2023-07-24 20:07:00_Team Liquid Challengers_Cincinnati Fear,NACL,2023,Summer,2023/7/24 20:07,Team Liquid Challengers,Cincinnati Fear,0,7,4,0.9,0.8,0.016738661,0.012419006,0.5,0.7,0.6,0.4,0.4,0.4
CBLOLA_2023-07-24 20:12:00_Fluxo Academy_RED Academy,CBLOLA,2023,Split 2,2023/7/24 20:12,Fluxo Academy,RED Academy,0,1,2,0.6,0.4,0.018518519,0.015873016,0.7,0.7,0.7,0.2,0.5,0.7
CBLOLA_2023-07-24 21:00:00_LOUD Academy_Liberty Academy,CBLOLA,2023,Split 2,2023/7/24 21:00,LOUD Academy,Liberty Academy,0,2,1,0.5,0.6,0.013192612,0.018469657,0.7,0.6,0.7,0.5,0.7,0.6
NACL_2023-07-24 21:07:00_Team Liquid Challengers_Cincinnati Fear,NACL,2023,Summer,2023/7/24 21:07,Team Liquid Challengers,Cincinnati Fear,0,7,5,0.8,0.9,0.016729628,0.01295197,0.6,0.7,0.5,0.5,0.3,0.3
CBLOLA_2023-07-24 21:45:00_Vivo Keyd Stars Academy_paiN Gaming Academy,CBLOLA,2023,Split 2,2023/7/24 21:45,Vivo Keyd Stars Academy,paiN Gaming Academy,1,2,1,0.7,0.6,0.021052632,0.018421053,0.8,0.6,0.6,0.7,0.3,0.4
NACL_2023-07-24 22:08:00_FlyQuest NZXT_Disguised,NACL,2023,Summer,2023/7/24 22:08,FlyQuest NZXT,Disguised,0,3,1,0.8,0.9,0.01618123,0.014563107,0.2,0.8,0.6,0.6,0.4,0.7
CBLOLA_2023-07-24 22:26:00_KaBuM! Academy_INTZ Academy,CBLOLA,2023,Split 2,2023/7/24 22:26,KaBuM! Academy,INTZ Academy,0,3,3,0.7,0.2,0.023622047,0.005249344,0.5,0.7,0.8,0.7,0.6,0.6
NACL_2023-07-24 23:05:00_FlyQuest NZXT_Disguised,NACL,2023,Summer,2023/7/24 23:05,FlyQuest NZXT,Disguised,1,3,2,0.8,0.9,0.016172507,0.01509434,0.3,0.8,0.6,0.7,0.4,0.7
CBLOLA_2023-07-24 23:28:00_FURIA Academy_Los Grandes Academy,CBLOLA,2023,Split 2,2023/7/24 23:28,FURIA Academy,Los Grandes Academy,1,1,2,0.3,0.4,0.010471204,0.013089005,0.3,0.7,0.5,0.5,0.4,0.4
NACL_2023-07-24 23:59:00_Disguised_FlyQuest NZXT,NACL,2023,Summer,2023/7/24 23:59,Disguised,FlyQuest NZXT,1,2,4,0.8,0.9,0.015086207,0.016702586,0.7,0.5,0.8,0.3,0.8,0.7
LRN_2023-07-25 00:09:00_P鑴K Gaming_Fuego,LRN,2023,,2023/7/25 0:09,P鑴K Gaming,Fuego,0,0,2,0.4,0.6,0,0,0.6,0.5,0.6,0.6,0.5,0.8
LRN_2023-07-25 00:58:00_Fuego_P鑴K Gaming,LRN,2023,,2023/7/25 0:58,Fuego,P鑴K Gaming,1,3,0,0.7,0.4,0,0,0.6,0.5,0.8,0.6,0.5,0.6
LRN_2023-07-25 01:58:00_P鑴K Gaming_Fuego,LRN,2023,,2023/7/25 1:58,P鑴K Gaming,Fuego,0,0,4,0.3,0.7,0,0,0.6,0.6,0.5,0.5,0.6,0.7
LCKC_2023-07-25 08:05:00_T1 Esports Academy_Hanwha Life Esports Challengers,LCKC,2023,Summer,2023/7/25 8:05,T1 Esports Academy,Hanwha Life Esports Challengers,0,5,7,0.5,0.8,0.00538503,0.013462574,0.9,0.6,0.6,0.5,0.5,0.5
LCKC_2023-07-25 08:56:00_Hanwha Life Esports Challengers_T1 Esports Academy,LCKC,2023,Summer,2023/7/25 8:56,Hanwha Life Esports Challengers,T1 Esports Academy,0,8,5,0.8,0.5,0.013993541,0.005382131,0.5,0.5,0.4,0.9,0.5,0.5
LCKC_2023-07-25 09:51:00_Hanwha Life Esports Challengers_T1 Esports Academy,LCKC,2023,Summer,2023/7/25 9:51,Hanwha Life Esports Challengers,T1 Esports Academy,1,8,6,0.7,0.6,0.013986014,0.00591716,0.5,0.5,0.4,0.8,0.4,0.5
LCKC_2023-07-25 11:33:00_KT Rolster Challengers_Nongshim Esports Academy,LCKC,2023,Summer,2023/7/25 11:33,KT Rolster Challengers,Nongshim Esports Academy,1,5,5,0.8,0.7,0.010752688,0.011290323,0.8,0.8,0.6,0.3,0.8,0.5
LCKC_2023-07-25 12:23:00_Nongshim Esports Academy_KT Rolster Challengers,LCKC,2023,Summer,2023/7/25 12:23,Nongshim Esports Academy,KT Rolster Challengers,0,5,6,0.6,0.8,0.011284256,0.011284256,0.3,0.7,0.5,0.9,0.8,0.7
HM_2023-07-25 14:19:00_BRUTE_Dynamo Eclot,HM,2023,Summer,2023/7/25 14:19,BRUTE,Dynamo Eclot,1,1,3,0.6,0.5,0.004833512,0.004296455,0.4,0.4,0.7,0.3,0.6,0.4
UL_2023-07-25 15:02:00_Illuminar Gaming_Forsaken,UL,2023,,2023/7/25 15:02,Illuminar Gaming,Forsaken,1,1,3,0.4,0.6,0,0,0.6,0.6,0.4,0.4,0.5,0.6
HM_2023-07-25 15:19:00_BRUTE_Dynamo Eclot,HM,2023,Summer,2023/7/25 15:19,BRUTE,Dynamo Eclot,0,2,3,0.7,0.5,0.005367687,0.004294149,0.4,0.4,0.6,0.2,0.5,0.4
UL_2023-07-25 16:00:00_Illuminar Gaming_Forsaken,UL,2023,,2023/7/25 16:00,Illuminar Gaming,Forsaken,0,2,3,0.5,0.5,0,0,0.5,0.6,0.3,0.4,0.5,0.5
TCL_2023-07-25 16:00:00_Dark Passage_Eternal Fire,TCL,2023,Summer,2023/7/25 16:00,Dark Passage,Eternal Fire,1,1,1,0.4,0.7,0.002682403,0.003755365,0.6,0.6,0.7,0.7,0.6,0.4
LVP SL_2023-07-25 16:03:00_Los Heretics_Finetwork KOI,LVP SL,2023,Summer,2023/7/25 16:03,Los Heretics,Finetwork KOI,0,4,0,0.6,0.3,0.006434316,0.004289544,0.3,0.4,0.6,0.2,0.8,0.5
GLL_2023-07-25 16:06:00_Gamespace Mediterranean College Esports_Anorthosis Famagusta Esports,GLL,2023,,2023/7/25 16:06,Gamespace Mediterranean College Esports,Anorthosis Famagusta Esports,0,0,4,0.7,0.7,0,0,0.1,0.7,0.6,0.1,0.5,0.7
HM_2023-07-25 16:08:00_BRUTE_Dynamo Eclot,HM,2023,Summer,2023/7/25 16:08,BRUTE,Dynamo Eclot,1,2,4,0.6,0.5,0.005359057,0.004823151,0.4,0.3,0.5,0.2,0.4,0.3
NLC_2023-07-25 16:24:00_Nativz_Verdant,NLC,2023,Summer,2023/7/25 16:24,Nativz,Verdant,0,0,4,0.8,0.8,0.005891805,0.005891805,0.3,0.4,0.6,0.4,0.4,0.3
UL_2023-07-25 16:53:00_Forsaken_Illuminar Gaming,UL,2023,,2023/7/25 16:53,Forsaken,Illuminar Gaming,1,4,2,0.5,0.4,0,0,0.5,0.6,0.6,0.5,0.7,0.4
TCL_2023-07-25 16:55:00_Eternal Fire_Dark Passage,TCL,2023,Summer,2023/7/25 16:55,Eternal Fire,Dark Passage,1,1,2,0.7,0.5,0.003747323,0.003211991,0.7,0.6,0.5,0.6,0.7,0.8
LVP SL_2023-07-25 17:08:00_Los Heretics_Finetwork KOI,LVP SL,2023,Summer,2023/7/25 17:08,Los Heretics,Finetwork KOI,1,4,1,0.6,0.3,0.006420546,0.004815409,0.2,0.4,0.6,0.1,0.7,0.4
HM_2023-07-25 17:15:00_BRUTE_Dynamo Eclot,HM,2023,Summer,2023/7/25 17:15,BRUTE,Dynamo Eclot,1,3,4,0.6,0.5,0.005882353,0.004812834,0.5,0.3,0.4,0.3,0.4,0.2
GLL_2023-07-25 17:19:00_Gamespace Mediterranean College Esports_Anorthosis Famagusta Esports,GLL,2023,,2023/7/25 17:19,Gamespace Mediterranean College Esports,Anorthosis Famagusta Esports,1,0,5,0.7,0.7,0,0,0.1,0.6,0.6,0.1,0.5,0.6
NLC_2023-07-25 17:21:00_Verdant_Nativz,NLC,2023,Summer,2023/7/25 17:21,Verdant,Nativz,0,5,0,0.8,0.7,0.006413683,0.005879209,0.5,0.4,0.2,0.3,0.4,0.5
AL_2023-07-25 17:33:00_3BL Esports_Anubis Gaming,AL,2023,Summer,2023/7/25 17:33,3BL Esports,Anubis Gaming,0,2,4,0.2,0.7,0.001602564,0.003739316,0.5,0.7,0.6,0.4,0.7,0.6
UL_2023-07-25 17:47:00_Forsaken_Illuminar Gaming,UL,2023,,2023/7/25 17:47,Forsaken,Illuminar Gaming,1,5,2,0.6,0.4,0,0,0.4,0.6,0.6,0.4,0.8,0.5
TCL_2023-07-25 17:49:00_Dark Passage_Eternal Fire,TCL,2023,Summer,2023/7/25 17:49,Dark Passage,Eternal Fire,0,2,2,0.5,0.7,0.003203417,0.004271223,0.6,0.6,0.9,0.6,0.5,0.6
LVP SL_2023-07-25 18:13:00_Los Heretics_Finetwork KOI,LVP SL,2023,Summer,2023/7/25 18:13,Los Heretics,Finetwork KOI,0,5,1,0.6,0.3,0.006937033,0.004802561,0.2,0.4,0.6,0.1,0.7,0.5
GLL_2023-07-25 18:20:00_Anorthosis Famagusta Esports_Gamespace Mediterranean College Esports,GLL,2023,,2023/7/25 18:20,Anorthosis Famagusta Esports,Gamespace Mediterranean College Esports,1,5,1,0.6,0.7,0,0,0.2,0.5,0.5,0.2,0.6,0.5
NLC_2023-07-25 18:23:00_Nativz_Verdant,NLC,2023,Summer,2023/7/25 18:23,Nativz,Verdant,0,1,5,0.7,0.7,0.0064,0.0064,0.3,0.5,0.5,0.5,0.4,0.1
TCL_2023-07-25 18:43:00_Dark Passage_Eternal Fire,TCL,2023,Summer,2023/7/25 18:43,Dark Passage,Eternal Fire,1,2,3,0.5,0.7,0.003198294,0.004797441,0.6,0.5,0.8,0.7,0.4,0.6
AL_2023-07-25 18:50:00_Triple Esports_GnG Esports,AL,2023,Summer,2023/7/25 18:50,Triple Esports,GnG Esports,0,2,1,0.1,0.3,0.000532765,0.00213106,0.5,0.4,0.8,0.3,0.3,0.4
LVP SL_2023-07-25 19:07:00_Los Heretics_Finetwork KOI,LVP SL,2023,Summer,2023/7/25 19:07,Los Heretics,Finetwork KOI,0,5,2,0.5,0.3,0.006922258,0.005324814,0.1,0.5,0.5,0.1,0.7,0.4
