match_id,league,year,split,date,team1,team2,result,team1_historical_wins,team2_historical_wins,team1_recent_win_rate,team2_recent_win_rate,team1_season_win_rate,team2_season_win_rate,team1_first_dragon_rate,team1_first_herald_rate,team1_first_tower_rate,team2_first_dragon_rate,team2_first_herald_rate,team2_first_tower_rate
LCKC_2023-01-30 05:07:00_DN Freecs Challengers_Gen.G Global Academy,LCKC,2023,Spring,2023/1/30 5:07,DN Freecs Challengers,Gen.G Global Academy,0,0,0,0.4,0.2,0.012195122,0.006097561,0.5,0.6,0.7,0.3,0.7,0.3
LCKC_2023-01-30 05:58:00_Gen.G Global Academy_DN Freecs Challengers,LCKC,2023,Spring,2023/1/30 5:58,Gen.G Global Academy,DN Freecs Challengers,0,1,0,0.2,0.3,0.009118541,0.012158055,0.3,0.6,0.3,0.4,0.5,0.6
LCKC_2023-01-30 06:54:00_DN Freecs Challengers_Gen.G Global Academy,LCKC,2023,Spring,2023/1/30 6:54,DN Freecs Challengers,Gen.G Global Academy,1,1,1,0.4,0.2,0.015151515,0.009090909,0.3,0.4,0.5,0.2,0.6,0.3
LCKC_2023-01-30 08:14:00_Dplus KIA Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/1/30 8:14,Dplus KIA Challengers,T1 Esports Academy,1,0,0,0.8,0.8,0.024169184,0.024169184,0.5,0.2,0.2,0.4,0.6,0.6
LCKC_2023-01-30 09:21:00_T1 Esports Academy_Dplus KIA Challengers,LCKC,2023,Spring,2023/1/30 9:21,T1 Esports Academy,Dplus KIA Challengers,1,0,1,0.7,0.8,0.024096386,0.027108434,0.3,0.6,0.6,0.5,0.3,0.3
LCKC_2023-01-30 10:15:00_Dplus KIA Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/1/30 10:15,Dplus KIA Challengers,T1 Esports Academy,1,1,1,0.7,0.7,0.027027027,0.027027027,0.6,0.4,0.3,0.4,0.7,0.7
LCKC_2023-01-30 13:47:00_DRX Challengers_Liiv SANDBOX Youth,LCKC,2023,Spring,2023/1/30 13:47,DRX Challengers,Liiv SANDBOX Youth,1,1,1,0.5,0.3,0.014880952,0.008928571,0.2,0.6,0.4,0.1,0.7,0.5
LCKC_2023-01-31 12:03:00_KT Rolster Challengers_Hanwha Life Esports Challengers,LCKC,2023,Spring,2023/1/31 12:03,KT Rolster Challengers,Hanwha Life Esports Challengers,1,0,1,0.6,0.8,0.017045455,0.022727273,0.4,0.8,0.7,0.6,0.5,0.6
LCKC_2023-01-31 12:54:00_Hanwha Life Esports Challengers_KT Rolster Challengers,LCKC,2023,Spring,2023/1/31 12:54,Hanwha Life Esports Challengers,KT Rolster Challengers,0,1,1,0.7,0.7,0.02266289,0.019830028,0.6,0.6,0.7,0.4,0.8,0.7
LCK_2023-02-01 08:07:00_Liiv SANDBOX_Nongshim RedForce,LCK,2023,Spring,2023/2/1 8:07,Liiv SANDBOX,Nongshim RedForce,1,0,0,0.6,0.3,0.015789474,0.007894737,0.5,0.7,0.5,0.3,0.5,0.7
LCK_2023-02-01 09:00:00_Nongshim RedForce_Liiv SANDBOX,LCK,2023,Spring,2023/2/1 9:00,Nongshim RedForce,Liiv SANDBOX,0,0,1,0.3,0.7,0.007874016,0.018372703,0.4,0.4,0.7,0.6,0.6,0.5
LCK_2023-02-01 11:35:00_Gen.G_Dplus KIA,LCK,2023,Spring,2023/2/1 11:35,Gen.G,Dplus KIA,1,1,0,0.7,0.7,0.018276762,0.018276762,0.5,0.5,0.6,0.4,0.5,0.6
LCKC_2023-02-02 05:10:00_Dplus KIA Challengers_DRX Challengers,LCKC,2023,Spring,2023/2/2 5:10,Dplus KIA Challengers,DRX Challengers,1,0,0,0.7,0.6,0.024691358,0.014814815,0.6,0.4,0.4,0.2,0.6,0.4
LCKC_2023-02-02 05:11:00_KT Rolster Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/2/2 5:11,KT Rolster Challengers,T1 Esports Academy,1,0,0,0.7,0.6,0.019704433,0.022167488,0.3,0.8,0.6,0.3,0.7,0.8
LCKC_2023-02-02 05:13:00_Hanwha Life Esports Challengers_DN Freecs Challengers,LCKC,2023,Spring,2023/2/2 5:13,Hanwha Life Esports Challengers,DN Freecs Challengers,1,0,0,0.6,0.5,0.01965602,0.014742015,0.6,0.6,0.6,0.3,0.4,0.5
LCKC_2023-02-02 06:04:00_DN Freecs Challengers_Hanwha Life Esports Challengers,LCKC,2023,Spring,2023/2/2 6:04,DN Freecs Challengers,Hanwha Life Esports Challengers,0,0,1,0.5,0.6,0.014705882,0.022058824,0.3,0.5,0.6,0.6,0.6,0.6
LCKC_2023-02-02 06:10:00_T1 Esports Academy_KT Rolster Challengers,LCKC,2023,Spring,2023/2/2 6:10,T1 Esports Academy,KT Rolster Challengers,0,0,1,0.5,0.7,0.02200489,0.02200489,0.3,0.7,0.8,0.2,0.9,0.6
LCKC_2023-02-02 06:26:00_DRX Challengers_Dplus KIA Challengers,LCKC,2023,Spring,2023/2/2 6:26,DRX Challengers,Dplus KIA Challengers,0,0,1,0.6,0.8,0.014634146,0.026829268,0.2,0.5,0.5,0.7,0.3,0.4
LCK_2023-02-02 09:01:00_BRION_DRX,LCK,2023,Spring,2023/2/2 9:01,BRION,DRX,0,1,0,0.5,0.3,0.014563107,0.007281553,0.5,0.7,0.7,0.3,0.5,0.4
LCK_2023-02-02 09:50:00_DRX_BRION,LCK,2023,Spring,2023/2/2 9:50,DRX,BRION,0,1,1,0.4,0.4,0.00968523,0.014527845,0.2,0.4,0.3,0.4,0.7,0.6
LCK_2023-02-02 11:23:00_Hanwha Life Esports_T1,LCK,2023,Spring,2023/2/2 11:23,Hanwha Life Esports,T1,0,0,0,0.4,0.8,0.009661836,0.019323671,0.5,0.8,0.3,0.5,0.5,0.6
LCK_2023-02-02 12:29:00_T1_Hanwha Life Esports,LCK,2023,Spring,2023/2/2 12:29,T1,Hanwha Life Esports,0,1,0,0.8,0.3,0.021686747,0.009638554,0.6,0.6,0.5,0.5,0.8,0.2
LCK_2023-02-02 13:31:00_Hanwha Life Esports_T1,LCK,2023,Spring,2023/2/2 13:31,Hanwha Life Esports,T1,1,1,1,0.3,0.7,0.012019231,0.021634615,0.6,0.9,0.3,0.6,0.7,0.5
LCKC_2023-02-03 05:07:00_Gen.G Global Academy_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/3 5:07,Gen.G Global Academy,Nongshim Esports Academy,0,0,0,0.2,0.6,0.006507592,0.017353579,0.3,0.5,0.3,0.3,0.4,0.4
LCKC_2023-02-03 05:08:00_Liiv SANDBOX Youth_BRION Challengers,LCKC,2023,Spring,2023/2/3 5:08,Liiv SANDBOX Youth,BRION Challengers,0,0,0,0.3,0,0.006493506,0,0.2,0.7,0.6,0.4,0.4,0.6
LCKC_2023-02-03 06:04:00_Liiv SANDBOX Youth_BRION Challengers,LCKC,2023,Spring,2023/2/3 6:04,Liiv SANDBOX Youth,BRION Challengers,1,0,1,0.3,0.1,0.006479482,0.002159827,0.2,0.7,0.7,0.4,0.5,0.7
LCKC_2023-02-03 06:13:00_Gen.G Global Academy_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/3 6:13,Gen.G Global Academy,Nongshim Esports Academy,1,0,1,0.2,0.7,0.006465517,0.019396552,0.4,0.5,0.3,0.4,0.4,0.4
LCKC_2023-02-03 06:56:00_Liiv SANDBOX Youth_BRION Challengers,LCKC,2023,Spring,2023/2/3 6:56,Liiv SANDBOX Youth,BRION Challengers,1,1,1,0.4,0.1,0.008602151,0.002150538,0.2,0.7,0.6,0.5,0.6,0.6
LCKC_2023-02-03 07:03:00_Nongshim Esports Academy_Gen.G Global Academy,LCKC,2023,Spring,2023/2/3 7:03,Nongshim Esports Academy,Gen.G Global Academy,0,1,1,0.6,0.3,0.019313305,0.008583691,0.5,0.3,0.3,0.5,0.4,0.3
LCK_2023-02-03 09:03:00_DN Freecs_KT Rolster,LCK,2023,Spring,2023/2/3 9:03,DN Freecs,KT Rolster,1,1,0,0.2,0.5,0.004264392,0.012793177,0.3,0.8,0.5,0.5,0.7,0.8
LCK_2023-02-03 10:36:00_Gen.G_Liiv SANDBOX,LCK,2023,Spring,2023/2/3 10:36,Gen.G,Liiv SANDBOX,0,0,0,0.8,0.7,0.016913319,0.016913319,0.6,0.5,0.6,0.5,0.6,0.6
LCK_2023-02-03 11:33:00_Gen.G_Liiv SANDBOX,LCK,2023,Spring,2023/2/3 11:33,Gen.G,Liiv SANDBOX,1,0,1,0.8,0.8,0.016806723,0.018907563,0.5,0.6,0.5,0.5,0.6,0.6
LCK_2023-02-03 12:32:00_Gen.G_Liiv SANDBOX,LCK,2023,Spring,2023/2/3 12:32,Gen.G,Liiv SANDBOX,1,1,1,0.8,0.7,0.018828452,0.018828452,0.5,0.5,0.5,0.5,0.6,0.7
LCK_2023-02-04 06:07:00_Hanwha Life Esports_DRX,LCK,2023,Spring,2023/2/4 6:07,Hanwha Life Esports,DRX,0,0,0,0.4,0.4,0.011650485,0.00776699,0.6,0.8,0.3,0.2,0.5,0.3
LCK_2023-02-04 07:07:00_DRX_Hanwha Life Esports,LCK,2023,Spring,2023/2/4 7:07,DRX,Hanwha Life Esports,0,1,0,0.5,0.3,0.009689922,0.011627907,0.2,0.5,0.2,0.6,0.8,0.3
LCK_2023-02-04 07:53:00_Hanwha Life Esports_DRX,LCK,2023,Spring,2023/2/4 7:53,Hanwha Life Esports,DRX,1,1,1,0.4,0.5,0.013539652,0.00967118,0.6,0.8,0.3,0.2,0.5,0.2
LCK_2023-02-04 09:39:00_T1_Nongshim RedForce,LCK,2023,Spring,2023/2/4 9:39,T1,Nongshim RedForce,1,0,0,0.7,0.3,0.017274472,0.005758157,0.7,0.6,0.5,0.3,0.5,0.7
LCK_2023-02-04 10:31:00_Nongshim RedForce_T1,LCK,2023,Spring,2023/2/4 10:31,Nongshim RedForce,T1,1,0,1,0.2,0.7,0.005736138,0.019120459,0.4,0.5,0.7,0.8,0.6,0.5
LCK_2023-02-04 11:27:00_T1_Nongshim RedForce,LCK,2023,Spring,2023/2/4 11:27,T1,Nongshim RedForce,1,1,1,0.6,0.3,0.019011407,0.007604563,0.7,0.6,0.4,0.3,0.4,0.6
NACL_2023-02-05 00:49:00_Immortals Challengers_AOE Gold,NACL,2023,Spring,2023/2/5 0:49,Immortals Challengers,AOE Gold,0,0,0,0.3,0.3,0.005576208,0.005576208,0.5,0.6,0.7,0.2,0.7,0.3
NACL_2023-02-05 01:31:00_Cincinnati Fear_Evil Geniuses Challengers,NACL,2023,Spring,2023/2/5 1:31,Cincinnati Fear,Evil Geniuses Challengers,1,0,0,0.7,0.6,0.012987013,0.011131725,0.3,0.8,0.6,0.7,0.7,0.7
NACL_2023-02-05 01:45:00_Immortals Challengers_AOE Gold,NACL,2023,Spring,2023/2/5 1:45,Immortals Challengers,AOE Gold,1,0,1,0.3,0.3,0.005555556,0.007407407,0.4,0.7,0.6,0.2,0.7,0.3
NACL_2023-02-05 02:17:00_Evil Geniuses Challengers_Cincinnati Fear,NACL,2023,Spring,2023/2/5 2:17,Evil Geniuses Challengers,Cincinnati Fear,0,0,1,0.5,0.8,0.011090573,0.014787431,0.7,0.8,0.8,0.3,0.8,0.6
LCK_2023-02-05 06:08:00_BRION_KT Rolster,LCK,2023,Spring,2023/2/5 6:08,BRION,KT Rolster,0,0,0,0.4,0.5,0.012915129,0.011070111,0.4,0.8,0.6,0.5,0.8,0.8
LCK_2023-02-05 07:13:00_KT Rolster_BRION,LCK,2023,Spring,2023/2/5 7:13,KT Rolster,BRION,1,1,0,0.6,0.4,0.012891344,0.012891344,0.6,0.8,0.7,0.5,0.8,0.5
LCK_2023-02-05 08:48:00_DN Freecs_Dplus KIA,LCK,2023,Spring,2023/2/5 8:48,DN Freecs,Dplus KIA,0,0,0,0.3,0.6,0.005504587,0.012844037,0.3,0.8,0.5,0.4,0.4,0.6
LCK_2023-02-05 09:44:00_DN Freecs_Dplus KIA,LCK,2023,Spring,2023/2/5 9:44,DN Freecs,Dplus KIA,1,0,1,0.3,0.6,0.005474453,0.01459854,0.3,0.8,0.5,0.4,0.4,0.6
LCK_2023-02-05 10:44:00_Dplus KIA_DN Freecs,LCK,2023,Spring,2023/2/5 10:44,Dplus KIA,DN Freecs,1,1,1,0.5,0.4,0.014545455,0.007272727,0.3,0.4,0.6,0.3,0.9,0.6
NACL_2023-02-05 21:05:00_FLY FAM_Dignitas Challengers,NACL,2023,Spring,2023/2/5 21:05,FLY FAM,Dignitas Challengers,0,0,1,0.1,0.8,0.001795332,0.016157989,0.5,0.7,0.6,0.6,0.3,0.6
NACL_2023-02-05 21:07:00_Golden Guardians Challengers_TSM Challengers,NACL,2023,Spring,2023/2/5 21:07,Golden Guardians Challengers,TSM Challengers,1,0,0,0.5,0.3,0.008960573,0.005376344,0.4,0.5,0.5,0.5,0.3,0.7
NACL_2023-02-05 21:54:00_Dignitas Challengers_FLY FAM,NACL,2023,Spring,2023/2/5 21:54,Dignitas Challengers,FLY FAM,1,2,0,0.8,0.1,0.017889088,0.001788909,0.5,0.3,0.6,0.4,0.6,0.5
NACL_2023-02-05 21:57:00_TSM Challengers_Golden Guardians Challengers,NACL,2023,Spring,2023/2/5 21:57,TSM Challengers,Golden Guardians Challengers,0,0,1,0.3,0.6,0.005357143,0.010714286,0.6,0.3,0.6,0.5,0.5,0.4
NACL_2023-02-05 22:51:00_FlyQuest NZXT_CLG Faith,NACL,2023,Spring,2023/2/5 22:51,FlyQuest NZXT,CLG Faith,1,0,0,0.6,0.1,0.010695187,0.001782531,0.6,0.4,0.4,0.5,0.7,0.4
NACL_2023-02-05 23:19:00_Team Liquid Challengers_Team Liquid First,NACL,2023,Spring,2023/2/5 23:19,Team Liquid Challengers,Team Liquid First,0,0,0,0.8,0.2,0.014234875,0.003558719,0.6,0.7,0.8,0.6,0.6,0.8
NACL_2023-02-05 23:42:00_FlyQuest NZXT_CLG Faith,NACL,2023,Spring,2023/2/5 23:42,FlyQuest NZXT,CLG Faith,1,1,0,0.7,0.1,0.012433393,0.001776199,0.6,0.4,0.5,0.4,0.7,0.4
NACL_2023-02-06 00:23:00_Team Liquid Challengers_Team Liquid First,NACL,2023,Spring,2023/2/6 0:23,Team Liquid Challengers,Team Liquid First,1,0,1,0.7,0.3,0.014184397,0.005319149,0.6,0.7,0.8,0.6,0.7,0.9
NACL_2023-02-06 00:30:00_CLG Challengers_Wildcard Gaming,NACL,2023,Spring,2023/2/6 0:30,CLG Challengers,Wildcard Gaming,1,0,0,0.6,0.7,0.012389381,0.012389381,0.3,0.7,0.5,0.5,0.6,0.7
NACL_2023-02-06 01:18:00_100 Thieves Challengers_Cloud9 Challengers,NACL,2023,Spring,2023/2/6 1:18,100 Thieves Challengers,Cloud9 Challengers,0,0,0,0.7,0.7,0.012367491,0.012367491,0.2,0.8,0.7,0.6,0.7,0.8
NACL_2023-02-06 01:27:00_CLG Challengers_Wildcard Gaming,NACL,2023,Spring,2023/2/6 1:27,CLG Challengers,Wildcard Gaming,0,1,0,0.6,0.6,0.014109347,0.012345679,0.3,0.8,0.6,0.4,0.7,0.7
NACL_2023-02-06 02:12:00_100 Thieves Challengers_Cloud9 Challengers,NACL,2023,Spring,2023/2/6 2:12,100 Thieves Challengers,Cloud9 Challengers,0,0,1,0.6,0.7,0.012323944,0.014084507,0.2,0.7,0.6,0.5,0.6,0.7
LCKC_2023-02-06 05:07:00_Dplus KIA Challengers_KT Rolster Challengers,LCKC,2023,Spring,2023/2/6 5:07,Dplus KIA Challengers,KT Rolster Challengers,1,0,0,0.8,0.7,0.021089631,0.017574692,0.6,0.4,0.4,0.2,0.9,0.7
LCKC_2023-02-06 06:02:00_KT Rolster Challengers_Dplus KIA Challengers,LCKC,2023,Spring,2023/2/6 6:02,KT Rolster Challengers,Dplus KIA Challengers,1,0,1,0.6,0.8,0.01754386,0.022807018,0.2,0.8,0.6,0.7,0.4,0.4
LCKC_2023-02-06 07:03:00_Dplus KIA Challengers_KT Rolster Challengers,LCKC,2023,Spring,2023/2/6 7:03,Dplus KIA Challengers,KT Rolster Challengers,0,1,1,0.7,0.6,0.022767075,0.019264448,0.6,0.4,0.4,0.2,0.8,0.5
LCKC_2023-02-06 08:25:00_Hanwha Life Esports Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/2/6 8:25,Hanwha Life Esports Challengers,T1 Esports Academy,1,0,0,0.6,0.4,0.017482517,0.015734266,0.6,0.7,0.5,0.3,0.8,0.8
LCKC_2023-02-06 09:18:00_T1 Esports Academy_Hanwha Life Esports Challengers,LCKC,2023,Spring,2023/2/6 9:18,T1 Esports Academy,Hanwha Life Esports Challengers,0,0,1,0.4,0.6,0.015706806,0.019197208,0.2,0.8,0.9,0.6,0.7,0.5
LCKC_2023-02-06 10:51:00_Nongshim Esports Academy_DN Freecs Challengers,LCKC,2023,Spring,2023/2/6 10:51,Nongshim Esports Academy,DN Freecs Challengers,1,0,0,0.6,0.5,0.015679443,0.010452962,0.4,0.4,0.3,0.4,0.5,0.5
LCKC_2023-02-06 11:40:00_DN Freecs Challengers_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/6 11:40,DN Freecs Challengers,Nongshim Esports Academy,0,0,1,0.5,0.7,0.010434783,0.017391304,0.5,0.4,0.5,0.5,0.4,0.3
NACL_2023-02-06 21:07:00_Evil Geniuses Challengers_Dignitas Challengers,NACL,2023,Spring,2023/2/6 21:07,Evil Geniuses Challengers,Dignitas Challengers,0,0,0,0.5,0.9,0.010416667,0.019097222,0.6,0.8,0.8,0.6,0.4,0.6
NACL_2023-02-06 21:12:00_Cincinnati Fear_AOE Gold,NACL,2023,Spring,2023/2/6 21:12,Cincinnati Fear,AOE Gold,1,0,0,0.8,0.3,0.01559792,0.006932409,0.3,0.8,0.6,0.1,0.8,0.4
NACL_2023-02-06 21:58:00_Dignitas Challengers_Evil Geniuses Challengers,NACL,2023,Spring,2023/2/6 21:58,Dignitas Challengers,Evil Geniuses Challengers,1,1,0,0.9,0.5,0.020761246,0.010380623,0.5,0.4,0.5,0.6,0.7,0.7
NACL_2023-02-06 22:00:00_Cincinnati Fear_AOE Gold,NACL,2023,Spring,2023/2/6 22:00,Cincinnati Fear,AOE Gold,1,1,0,0.8,0.3,0.017271157,0.006908463,0.3,0.8,0.7,0.1,0.8,0.5
NACL_2023-02-06 22:52:00_Immortals Challengers_TSM Challengers,NACL,2023,Spring,2023/2/6 22:52,Immortals Challengers,TSM Challengers,0,0,0,0.4,0.2,0.006896552,0.005172414,0.4,0.8,0.7,0.6,0.4,0.6
NACL_2023-02-06 22:52:00_Immortals Challengers_FlyQuest NZXT,NACL,2023,Spring,2023/2/6 22:52,Immortals Challengers,FlyQuest NZXT,0,0,0,0.4,0.7,0.006896552,0.013793103,0.4,0.8,0.7,0.5,0.5,0.6
NACL_2023-02-06 22:52:00_FLY FAM_TSM Challengers,NACL,2023,Spring,2023/2/6 22:52,FLY FAM,TSM Challengers,0,0,0,0.1,0.2,0.001724138,0.005172414,0.4,0.7,0.6,0.6,0.4,0.6
NACL_2023-02-06 22:52:00_FLY FAM_FlyQuest NZXT,NACL,2023,Spring,2023/2/6 22:52,FLY FAM,FlyQuest NZXT,0,0,0,0.1,0.7,0.001724138,0.013793103,0.4,0.7,0.6,0.5,0.5,0.6
NACL_2023-02-06 23:43:00_FLY FAM_FlyQuest NZXT,NACL,2023,Spring,2023/2/6 23:43,FLY FAM,FlyQuest NZXT,0,0,1,0.1,0.7,0.001712329,0.017123288,0.4,0.7,0.5,0.3,0.7,0.6
NACL_2023-02-06 23:52:00_TSM Challengers_Immortals Challengers,NACL,2023,Spring,2023/2/6 23:52,TSM Challengers,Immortals Challengers,0,1,0,0.4,0.3,0.008547009,0.006837607,0.4,0.6,0.6,0.3,0.8,0.8
NACL_2023-02-07 00:38:00_Wildcard Gaming_CLG Faith,NACL,2023,Spring,2023/2/7 0:38,Wildcard Gaming,CLG Faith,1,0,0,0.6,0.1,0.013651877,0.001706485,0.4,0.7,0.8,0.4,0.8,0.5
NACL_2023-02-07 00:49:00_Golden Guardians Challengers_Team Liquid First,NACL,2023,Spring,2023/2/7 0:49,Golden Guardians Challengers,Team Liquid First,1,0,0,0.6,0.2,0.011925043,0.005110733,0.5,0.5,0.4,0.6,0.7,0.9
NACL_2023-02-07 01:30:00_CLG Faith_Wildcard Gaming,NACL,2023,Spring,2023/2/7 1:30,CLG Faith,Wildcard Gaming,0,0,1,0.1,0.6,0.00170068,0.015306122,0.4,0.8,0.6,0.4,0.7,0.9
NACL_2023-02-07 01:39:00_Team Liquid First_Golden Guardians Challengers,NACL,2023,Spring,2023/2/7 1:39,Team Liquid First,Golden Guardians Challengers,0,0,1,0.2,0.7,0.005093379,0.013582343,0.5,0.8,0.9,0.4,0.5,0.4
LCKC_2023-02-07 08:18:00_DRX Challengers_BRION Challengers,LCKC,2023,Spring,2023/2/7 8:18,DRX Challengers,BRION Challengers,1,0,0,0.5,0.1,0.010169492,0.001694915,0.2,0.6,0.5,0.5,0.6,0.5
LCKC_2023-02-07 09:10:00_BRION Challengers_DRX Challengers,LCKC,2023,Spring,2023/2/7 9:10,BRION Challengers,DRX Challengers,0,0,1,0.1,0.5,0.001692047,0.011844332,0.4,0.7,0.5,0.2,0.6,0.6
LCKC_2023-02-07 10:39:00_Gen.G Global Academy_Liiv SANDBOX Youth,LCKC,2023,Spring,2023/2/7 10:39,Gen.G Global Academy,Liiv SANDBOX Youth,1,0,0,0.4,0.4,0.008445946,0.008445946,0.5,0.5,0.3,0.3,0.7,0.5
LCKC_2023-02-07 11:28:00_Liiv SANDBOX Youth_Gen.G Global Academy,LCKC,2023,Spring,2023/2/7 11:28,Liiv SANDBOX Youth,Gen.G Global Academy,1,0,1,0.4,0.5,0.008431703,0.010118044,0.3,0.6,0.4,0.4,0.4,0.3
LCKC_2023-02-07 12:31:00_Gen.G Global Academy_Liiv SANDBOX Youth,LCKC,2023,Spring,2023/2/7 12:31,Gen.G Global Academy,Liiv SANDBOX Youth,0,1,1,0.5,0.4,0.01010101,0.01010101,0.5,0.3,0.3,0.4,0.6,0.4
LCK_2023-02-08 08:06:00_Liiv SANDBOX_DN Freecs,LCK,2023,Spring,2023/2/8 8:06,Liiv SANDBOX,DN Freecs,0,0,0,0.6,0.3,0.014492754,0.006441224,0.4,0.6,0.7,0.4,0.9,0.6
LCK_2023-02-08 09:07:00_DN Freecs_Liiv SANDBOX,LCK,2023,Spring,2023/2/8 9:07,DN Freecs,Liiv SANDBOX,0,1,0,0.4,0.6,0.008038585,0.014469453,0.5,0.9,0.5,0.5,0.6,0.6
LCK_2023-02-08 10:00:00_Liiv SANDBOX_DN Freecs,LCK,2023,Spring,2023/2/8 10:00,Liiv SANDBOX,DN Freecs,1,1,1,0.6,0.4,0.016051364,0.008025682,0.4,0.7,0.6,0.4,0.9,0.4
LCK_2023-02-08 11:36:00_T1_BRION,LCK,2023,Spring,2023/2/8 11:36,T1,BRION,1,0,0,0.6,0.3,0.017628205,0.011217949,0.7,0.5,0.4,0.6,0.8,0.5
LCK_2023-02-08 12:32:00_BRION_T1,LCK,2023,Spring,2023/2/8 12:32,BRION,T1,0,0,1,0.3,0.6,0.0112,0.0192,0.6,0.8,0.5,0.8,0.5,0.5
LCKC_2023-02-09 05:07:00_Liiv SANDBOX Youth_Hanwha Life Esports Challengers,LCKC,2023,Spring,2023/2/9 5:07,Liiv SANDBOX Youth,Hanwha Life Esports Challengers,1,0,0,0.5,0.6,0.010819165,0.018547141,0.4,0.6,0.4,0.7,0.7,0.5
LCKC_2023-02-09 05:07:00_KT Rolster Challengers_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/9 5:07,KT Rolster Challengers,Nongshim Esports Academy,1,0,0,0.6,0.7,0.018547141,0.017001546,0.2,0.7,0.4,0.5,0.3,0.3
LCKC_2023-02-09 05:07:00_KT Rolster Challengers_Hanwha Life Esports Challengers,LCKC,2023,Spring,2023/2/9 5:07,KT Rolster Challengers,Hanwha Life Esports Challengers,1,2,1,0.6,0.6,0.018547141,0.018547141,0.2,0.7,0.4,0.7,0.7,0.5
LCKC_2023-02-09 05:07:00_Liiv SANDBOX Youth_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/9 5:07,Liiv SANDBOX Youth,Nongshim Esports Academy,1,0,2,0.5,0.7,0.010819165,0.017001546,0.4,0.6,0.4,0.5,0.3,0.3
LCKC_2023-02-09 05:08:00_DRX Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/2/9 5:08,DRX Challengers,T1 Esports Academy,1,0,0,0.6,0.3,0.012288786,0.013824885,0.2,0.6,0.5,0.3,0.9,0.9
LCKC_2023-02-09 06:02:00_T1 Esports Academy_DRX Challengers,LCKC,2023,Spring,2023/2/9 6:02,T1 Esports Academy,DRX Challengers,1,0,1,0.2,0.7,0.013803681,0.013803681,0.4,0.9,1,0.3,0.6,0.5
LCKC_2023-02-09 06:04:00_Nongshim Esports Academy_KT Rolster Challengers,LCKC,2023,Spring,2023/2/9 6:04,Nongshim Esports Academy,KT Rolster Challengers,1,0,1,0.6,0.8,0.016845329,0.02143951,0.6,0.3,0.4,0.4,0.6,0.6
LCKC_2023-02-09 06:12:00_Hanwha Life Esports Challengers_Liiv SANDBOX Youth,LCKC,2023,Spring,2023/2/9 6:12,Hanwha Life Esports Challengers,Liiv SANDBOX Youth,1,0,1,0.5,0.7,0.018348624,0.013761468,0.6,0.8,0.7,0.4,0.7,0.5
LCKC_2023-02-09 06:52:00_DRX Challengers_T1 Esports Academy,LCKC,2023,Spring,2023/2/9 6:52,DRX Challengers,T1 Esports Academy,0,1,1,0.6,0.3,0.013740458,0.015267176,0.4,0.7,0.6,0.5,0.9,1
LCKC_2023-02-09 07:04:00_KT Rolster Challengers_Nongshim Esports Academy,LCKC,2023,Spring,2023/2/9 7:04,KT Rolster Challengers,Nongshim Esports Academy,1,1,1,0.8,0.6,0.021341463,0.018292683,0.5,0.5,0.5,0.7,0.2,0.3
LCKC_2023-02-09 07:38:00_Hanwha Life Esports Challengers_Liiv SANDBOX Youth,LCKC,2023,Spring,2023/2/9 7:38,Hanwha Life Esports Challengers,Liiv SANDBOX Youth,1,1,1,0.6,0.6,0.01978691,0.01369863,0.6,0.9,0.8,0.5,0.7,0.5
LCK_2023-02-09 08:08:00_Dplus KIA_KT Rolster,LCK,2023,Spring,2023/2/9 8:08,Dplus KIA,KT Rolster,1,0,0,0.5,0.6,0.013677812,0.012158055,0.4,0.4,0.6,0.6,0.8,0.7
LCK_2023-02-09 09:09:00_KT Rolster_Dplus KIA,LCK,2023,Spring,2023/2/9 9:09,KT Rolster,Dplus KIA,1,0,1,0.5,0.5,0.012139605,0.015174507,0.6,0.7,0.6,0.4,0.4,0.6
LCK_2023-02-09 10:03:00_Dplus KIA_KT Rolster,LCK,2023,Spring,2023/2/9 10:03,Dplus KIA,KT Rolster,0,1,1,0.4,0.6,0.015151515,0.013636364,0.5,0.3,0.5,0.6,0.7,0.5
LCK_2023-02-09 11:42:00_Gen.G_Nongshim RedForce,LCK,2023,Spring,2023/2/9 11:42,Gen.G,Nongshim RedForce,1,0,0,0.8,0.3,0.015128593,0.006051437,0.5,0.5,0.6,0.4,0.3,0.6
LCK_2023-02-09 12:36:00_Nongshim RedForce_Gen.G,LCK,2023,Spring,2023/2/9 12:36,Nongshim RedForce,Gen.G,0,0,1,0.3,0.8,0.006042296,0.016616314,0.4,0.4,0.7,0.4,0.5,0.6
LCKC_2023-02-10 05:07:00_Gen.G Global Academy_BRION Challengers,LCKC,2023,Spring,2023/2/10 5:07,Gen.G Global Academy,BRION Challengers,1,0,0,0.4,0.1,0.008534851,0.001422475,0.5,0.3,0.2,0.4,0.7,0.4
